plus.created,victim.state,victim.industry.name
2013-04-12T22:29:56Z,VA,Public
2014-02-21T04:07:15Z,MN,Public
2014-11-24T16:59:31Z,NE,Public
2023-11-18T01:42:54.036Z,NY,Public
2014-05-29T20:01:01Z,AL,Public
2013-12-11T20:13:34Z,ME,Public
2018-07-18T23:52:24.622Z,PA,Public
2014-05-29T20:01:01Z,TN,Public
2016-10-11T21:02:00Z,DC,Public
2014-02-16T04:42:28Z,CA,Public
2014-11-24T16:59:31Z,OR,Public
2014-05-29T20:01:01Z,MI,Public
2014-11-24T16:59:31Z,NE,Public
2013-06-27T05:29:38Z,CA,Public
2018-07-17T22:48:59.567Z,CO,Public
2014-07-30T19:04:08Z,DC,Public
2014-05-02T23:26:00Z,IA,Public
2016-08-09T21:10:00Z,OH,Public
2014-05-29T20:01:01Z,FL,Public
2018-08-28T00:24:57.060Z,FL,Public
2014-05-29T20:01:01Z,MO,Public
2020-05-28T22:23:14.678Z,OH,Public
2013-09-10T20:13:32Z,IL,Public
2014-11-24T16:59:31Z,NE,Public
2014-07-30T19:04:07Z,MO,Public
2013-12-11T20:13:34Z,WV,Public
2018-02-06T21:17:22.363Z,IA,Public
2016-02-10T07:07:18Z,TN,Public
2015-03-03T21:45:16Z,MD,Public
2013-10-09T15:47:00Z,TX,Public
2019-11-21T21:59:03.673Z,US-CA,Public
2014-05-29T20:01:01Z,NC,Public
2014-11-24T16:59:31Z,NE,Public
2014-05-29T20:01:01Z,TX,Public
2014-08-04T01:27:00Z,NC,Public
2016-02-06T23:25:00Z,DC,Public
2013-04-12T22:29:56Z,UT,Public
2013-04-04T23:22:27Z,GA,Public
2013-02-23T03:00:35Z,DC,Public
2014-07-30T19:04:07Z,SC,Public
2015-04-29T14:38:00Z,IN,Public
2014-05-29T20:01:01Z,OH,Public
2014-08-22T15:13:00Z,CA,Public
2014-07-30T19:04:08Z,TX,Public
2013-12-31T14:38:00Z,WV,Public
2016-02-07T02:57:00Z,IL,Public
2014-07-30T19:04:07Z,AR,Public
2013-08-21T23:40:19Z,DC,Public
2014-02-21T04:07:15Z,SC,Public
2014-02-06T04:56:21Z,DC,Public
2014-11-24T16:59:31Z,NE,Public
2014-02-21T04:07:15Z,MN,Public
2014-05-29T20:01:01Z,WI,Public
2014-07-30T19:04:07Z,AR,Public
2014-11-24T16:59:31Z,NE,Public
2016-02-04T17:54:00Z,AL,Public
2014-02-21T04:07:15Z,MN,Public
2013-02-12T04:35:00Z,WV,Public
2014-05-29T20:01:01Z,LA,Public
2014-05-29T20:01:01Z,MI,Public
2014-05-29T20:01:01Z,FL,Public
2014-02-21T04:07:15Z,CT,Public
2014-07-30T19:04:08Z,NY,Public
2017-10-26T14:33:49Z,VA,Public
2014-11-24T16:59:31Z,MN,Public
2016-10-19T19:20:00Z,IL,Public
2014-07-30T19:04:08Z,NY,Public
2014-05-29T20:01:01Z,LA,Public
2014-11-24T16:59:31Z,OR,Public
2014-02-21T04:07:15Z,TX,Public
2014-07-30T19:04:07Z,KS,Public
2017-12-17T12:38:36.092Z,KS,Public
2014-11-24T16:59:31Z,OR,Public
2016-06-22T04:20:00Z,TX,Public
2014-11-24T16:59:31Z,CA,Public
2014-02-17T23:01:00Z,IL,Public
2019-11-27T20:18:59.645Z,IN,Public
2017-10-25T20:58:07.595Z,SC,Public
2014-07-30T19:04:07Z,TX,Public
2014-07-30T19:04:08Z,OK,Public
2014-11-24T16:59:31Z,HI,Public
2014-11-24T16:59:31Z,CA,Public
2015-07-24T14:01:00Z,TX,Public
2017-10-26T14:33:49Z,AZ,Public
2013-02-05T00:06:04Z,CA,Public
2014-02-17T22:44:00Z,CO,Public
2014-08-22T20:41:00Z,GA,Public
2014-02-21T04:07:15Z,OR,Public
2014-05-29T20:01:01Z,MI,Public
2014-02-21T04:07:15Z,CO,Public
2014-05-29T20:01:01Z,MO,Public
2021-07-30T18:25:32.609Z,AL,Public
2014-07-30T19:04:07Z,PA,Public
2014-11-24T16:59:31Z,OR,Public
2013-09-10T20:13:32Z,OH,Public
2018-08-07T18:10:52.454Z,AK,Public
2014-07-30T19:04:07Z,TX,Public
2018-08-17T18:04:47.092Z,WI,Public
2014-07-30T19:04:08Z,AR,Public
2013-11-08T21:30:00Z,VA,Public
2017-09-25T10:37:50.094Z,OR,Public
2013-09-25T18:57:00Z,NJ,Public
2014-07-10T17:25:00Z,IA,Public
2017-10-24T00:02:33.329Z,KY,Public
2016-02-09T02:15:00Z,CO,Public
2014-05-29T20:01:01Z,MI,Public
2014-07-30T19:04:07Z,MO,Public
2014-02-21T04:07:15Z,MD,Public
2014-09-08T19:55:00Z,CO,Public
2014-07-30T19:04:08Z,MO,Public
2014-02-21T04:07:15Z,CA,Public
2013-10-11T17:34:00Z,KS,Public
2014-05-29T20:01:01Z,MO,Public
2014-07-30T19:04:07Z,AR,Public
2018-08-17T20:50:51.578Z,NY,Public
2016-02-10T07:07:18Z,PA,Public
2014-07-30T19:04:07Z,MA,Public
2014-01-13T14:57:00Z,WI,Public
2014-11-24T16:59:31Z,OR,Public
2014-05-29T20:01:01Z,MS,Public
2013-02-15T14:31:21Z,FL,Public
2014-05-12T03:05:00Z,CA,Public
2014-05-29T20:01:01Z,MI,Public
2014-07-30T19:04:08Z,NY,Public
2016-11-28T13:02:00Z,DC,Public
2013-09-08T13:08:00Z,CO,Public
2021-01-12T07:20:06.995Z,DC,Public
2014-02-21T04:07:15Z,NY,Public
2014-11-24T16:59:31Z,MN,Public
2014-11-24T16:59:31Z,NE,Public
2016-02-10T07:07:18Z,IN,Public
2014-07-30T19:04:08Z,AR,Public
2014-11-24T16:59:31Z,SD,Public
2013-12-16T17:58:00Z,OH,Public
2015-03-06T00:49:42Z,CA,Public
2014-11-24T16:59:31Z,NE,Public
2014-07-30T19:04:07Z,AR,Public
2014-07-07T20:59:00Z,AL,Public
2014-05-29T20:01:01Z,TX,Public
2014-05-29T20:01:01Z,MI,Public
2021-09-08T18:08:25.119Z,VT,Public
2014-06-27T16:21:00Z,FL,Public
2013-07-17T23:15:54Z,MN,Public
2014-11-24T16:59:31Z,MN,Public
2014-11-24T16:59:31Z,NE,Public
2014-08-15T15:52:00Z,DC,Public
2016-09-15T16:14:00Z,MA,Public
2015-03-10T00:54:24Z,MI,Public
2013-09-28T06:05:00Z,DC,Public
2014-05-29T20:01:01Z,GA,Public
